StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Q_DuplicateRespondent,Q_BallotBoxStuffing,Q1,A,B,C1,C2,Q6_1,Q6_2,Q33_1,Q7,Q8,Q9_1,Q9_2,Q34_1,Q10,Q11,Q18_1,Q18_2,Q35_1,Q19,Q20,Q21_1,Q21_2,Q36_1,Q22,Q23,Q12_1,Q12_2,Q37_1,Q13,Q14,Q24_1,Q24_2,Q38_1,Q25,Q26,Q27_1,Q27_2,Q39_1,Q28,Q29,Q30_1,Q30_2,Q40_1,Q31,Q32,Q42_1,Q42_2,Q41_1,Q43,Q44,Q45_1,Q45_2,Q46_1,Q47,Q48,Q49_1,Q49_2,Q50_1,Q51,Q52,Q56_1,Q56_2,Q57_1,Q58,Q59,Q60_1,Q60_2,Q53_1,Q54,Q55,Q130_1,Q130_2,Q61_1,Q62,Q63,Q64_1,Q64_2,Q65_1,Q66,Q67,Q68_1,Q68_2,Q69_1,Q70,Q71,Q72_1,Q72_2,Q73_1,Q74,Q75,Q76_1,Q76_2,Q77_1,Q78,Q79,Q80_1,Q80_2,Q81_1,Q82,Q83,Q84_1,Q84_2,Q85_1,Q86,Q87,Q88_1,Q88_2,Q89_1,Q90,Q91,Q135_1,Q135_2,Q134_1,Q133,Q132,Q92_1,Q92_2,Q93_1,Q94,Q95,Q96_1,Q96_2,Q97_1,Q98,Q99,Q100_1,Q100_2,Q101_1,Q102,Q103,Q104_1,Q104_2,Q105_1,Q106,Q107,Q108_1,Q108_2,Q109_1,Q110,Q111,Q112_1,Q112_2,Q113_1,Q114,Q115,Q116_1,Q116_2,Q117_1,Q118,Q119,Q120_1,Q120_2,Q121_1,Q122,Q123,Q124_1,Q124_2,Q125_1,Q126,Q127,Q131,Q128,Q_DataPolicyViolations
2024-12-03 19:42:36,2024-12-03 19:54:22,IP Address,,100,705,True,2024-12-03 19:54:22,R_8NmpCvWmuYOQQTO,,,,,,,anonymous,EN,1,,0,0,,,,Module II A (Bee-Sancino),"Advanced Microeconomics,Advanced Macroeconomics","20629 Empirical Industrial Organization and Market Design,20297 Monetary Policy",20258	Principles of Finance,20231 Bayesian Statistical Methods,Difficult,Difficult,Somewhat disagree,"No, I would not enrol in the course at all",In August,,,,,,Somewhat difficult,Neither easy nor difficult,Strongly agree,"Yes, I would enrol again",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat difficult,Somewhat difficult,,"Yes, I would enrol again",N/A,Somewhat easy,Neither easy nor difficult,,"No, I would not enrol in the course at all",N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat difficult,Somewhat difficult,Strongly agree,"Yes, I would enrol again",In August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat difficult,Somewhat difficult,Somewhat agree,"Yes, I would enrol again",N/A,,,,,,Neither easy nor difficult,Neither easy nor difficult,Somewhat agree,"No, I would not enrol in the course at all",In the regular session in May/June,,,,,,,"Don’t do microeconomics! ",
2024-12-03 19:47:14,2024-12-03 19:56:50,IP Address,,100,576,True,2024-12-03 19:56:51,R_25VIDSiu2ijc9qh,,,,,,,anonymous,EN,0.8999999761581421,,0,0,,,,Module II A (Bee-Sancino),Advanced Microeconomics,,20730	Energy Policy and Sustainability,,Difficult,Difficult,Neither agree nor disagree,"No, I would not enrol in the course at all",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,Somewhat easy,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Neither easy nor difficult,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,
2024-12-03 20:15:02,2024-12-03 20:17:20,IP Address,,100,137,True,2024-12-03 20:17:20,R_29tcaNZCPEe9LLs,,,,,,,anonymous,EN,1,,0,0,,,,Module II A (Bee-Sancino),Microeconometrics,,,20236 Time Series Analysis of Economic and Financial Data,,,,,,Difficult,,Strongly disagree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Neither easy nor difficult,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,Somewhat difficult,Somewhat difficult,Somewhat disagree,"No, I would not enrol in the course at all",In the regular session in May/June,,,,,,,,
2024-12-03 20:15:22,2024-12-03 20:18:55,IP Address,,100,213,True,2024-12-03 20:18:56,R_2c0poVDtgLHKQ0A,,,,,,,anonymous,EN,0.8999999761581421,,0,0,,,,Module II A (Bee-Sancino),Advanced Microeconomics,20842 International Trade and Globalization,20269	Economics of European Integration,,Difficult,Difficult,Strongly disagree,"No, but I would enrol in the second year",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat difficult,Somewhat difficult,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Neither easy nor difficult,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat difficult,Somewhat difficult,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,
2024-12-03 20:34:59,2024-12-03 20:39:31,IP Address,,100,271,True,2024-12-03 20:39:32,R_8Ybl8IobEyvhq25,,,,,,,anonymous,EN,1,,0,0,,,,Module II A (Bee-Sancino),Microeconometrics,"20287 Development Economics,20298 Political Economics - Advanced,20271 Public Economics",20269	Economics of European Integration,,,,,,,Difficult,Difficult,Somewhat disagree,"Yes, I would enrol again",In August,,,,,,,,,,,Easy,Somewhat difficult,Neither agree nor disagree,"No, I would not enrol in the course at all",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Difficult,Difficult,Somewhat disagree,"No, but I would enrol in the second year",N/A,Somewhat easy,Neither easy nor difficult,Neither agree nor disagree,"No, but I would enrol in the second year",In the regular session in May/June,,,,,,Somewhat easy,Easy,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Somewhat difficult,Somewhat agree,"No, I would not enrol in the course at all",In the regular session in May/June,,,,,,,"Don't enroll in Development Economics ",
2024-12-03 20:56:14,2024-12-03 20:59:34,IP Address,,100,199,True,2024-12-03 20:59:34,R_8Kp8V9eEM0ZaDii,,,,,,,anonymous,EN,1,,0,0,,,,Module II A (Bee-Sancino),Microeconometrics,20271 Public Economics,,"20236 Time Series Analysis of Economic and Financial Data,20231 Bayesian Statistical Methods",,,,,,Somewhat difficult,Somewhat difficult,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Neither easy nor difficult,Neither agree nor disagree,"Yes, I would enrol again",N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Somewhat difficult,Strongly agree,"Yes, I would enrol again",Later,,,,,,,,,,,Somewhat difficult,Neither easy nor difficult,Neither agree nor disagree,"Yes, I would enrol again",N/A,,,,,,Neither easy nor difficult,Neither easy nor difficult,Neither agree nor disagree,"No, I would not enrol in the course at all",N/A,,,,,,,,
2024-12-03 21:02:09,2024-12-03 21:04:31,IP Address,,100,141,True,2024-12-03 21:04:31,R_2Utx2T8Sye4mkwN,,,,,,,anonymous,EN,1,,0,0,,,,Module II A (Bee-Sancino),"Advanced Microeconomics,Microeconometrics",20294	Labour Economics,,,Somewhat difficult,Neither easy nor difficult,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,Somewhat difficult,Somewhat difficult,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat difficult,Neither easy nor difficult,Neither agree nor disagree,"No, I would not enrol in the course at all",N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Neither easy nor difficult,Neither agree nor disagree,"Yes, I would enrol again",N/A,,,,,,,,
2024-12-03 21:29:55,2024-12-03 21:32:13,IP Address,,100,138,True,2024-12-03 21:32:13,R_2cIu6CkGpj0d7B7,,,,,,,anonymous,EN,0.8999999761581421,,0,0,,,,Module II B (Devillanova),Advanced Microeconomics,20294	Labour Economics,20687	Economic Analysis of Crime,,Difficult,Difficult,Somewhat disagree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Somewhat difficult,Strongly disagree,"No, I would not enrol in the course at all",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Somewhat easy,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,,,"Yes, I would enrol again",N/A,,"I think taking Labor in the second year, especially after Adv Macro, would give you a much easier life with Le Barbanchon",
2024-12-03 22:44:40,2024-12-04 00:01:17,IP Address,,100,4597,True,2024-12-04 00:01:17,R_22qnOP3tCe7YzSx,,,,,,,anonymous,EN,1,,0,0,,,,Module II B (Devillanova),,20287 Development Economics,"20269	Economics of European Integration,20730	Energy Policy and Sustainability",,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Neither easy nor difficult,Strongly agree,"Yes, I would enrol again",Later,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Neither easy nor difficult,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,Somewhat easy,Neither easy nor difficult,Neither agree nor disagree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Neither easy nor difficult,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,Energy Policy is a pretty bad course. Only enroll if you are very interested in the topics,
2024-12-04 12:11:12,2024-12-04 12:15:37,IP Address,,100,265,True,2024-12-04 12:15:38,R_8TgknOKujqcWiwp,,,,,,,anonymous,EN,1,,0,0,,,,Module II A (Bee-Sancino),Advanced Macroeconomics,20287 Development Economics,"20841	Monetary Policy and Financial Regulation,20633 Welfare and Politics","20528	Globalization, Divergence, and Inequality in Historical Perspective",,,,,,,,,,,Difficult,Difficult,Somewhat disagree,"No, I would not enrol in the course at all",,,,,,,Neither easy nor difficult,Neither easy nor difficult,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Difficult,Strongly disagree,"No, I would not enrol in the course at all",Later,,,,,,Neither easy nor difficult,Easy,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,Somewhat easy,Neither easy nor difficult,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,Easy,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,"Promote a modification of the list A of courses, ask for it to come back to the previous (broader) definition. It does not make sense to have courses that are so difficult and uninteresting for most people",
2024-12-06 14:33:48,2024-12-06 14:35:49,IP Address,,100,120,True,2024-12-06 14:35:49,R_8OdKH5gtNvZuzgk,,,,,,,anonymous,EN,1,,0,0,,,,Module II B (Devillanova),Advanced Microeconomics,,20847 Economics of Digital Markets,,Difficult,,,"No, I would not enrol in the course at all",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat difficult,,,"No, I would not enrol in the course at all",N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Neither easy nor difficult,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,
2024-12-03 19:39:32,2024-12-03 19:40:30,IP Address,,17,58,False,2024-12-10 19:40:32,R_8c7AyvFaBkwZlNt,,,,,,,anonymous,EN,0.5,,0,0,,,,Module II A (Bee-Sancino),Macroeconometrics,"20294	Labour Economics,20629 Empirical Industrial Organization and Market Design,20298 Political Economics - Advanced",,"20236 Time Series Analysis of Economic and Financial Data,20234 Population Dynamics and Economics",,,,,,,,,,,,,,,,Somewhat difficult,Somewhat difficult,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-03 19:41:34,2024-12-03 19:44:22,IP Address,,17,168,False,2024-12-10 19:44:31,R_2DYDw0rWM7llgm5,,,,,,,anonymous,EN,1,,0,0,,,,Module II B (Devillanova),"Advanced Microeconomics,Microeconometrics,Advanced Macroeconomics","20298 Political Economics - Advanced,20271 Public Economics",20730	Energy Policy and Sustainability,20231 Bayesian Statistical Methods,Difficult,Difficult,Somewhat disagree,"No, I would not enrol in the course at all",In the regular session in May/June,Difficult,Somewhat difficult,Strongly agree,"Yes, I would enrol again",Later,,,,"Yes, I would enrol again",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-03 19:52:27,2024-12-03 19:53:28,IP Address,,17,60,False,2024-12-10 19:53:31,R_8lujmuP9xlLn999,,,,,,,anonymous,EN,0.8999999761581421,,0,0,,,,Module II A (Bee-Sancino),Microeconometrics,20271 Public Economics,"20269	Economics of European Integration,20730	Energy Policy and Sustainability",20672 Comparative Politics: Institutions and Institutional Development,,,,,,Somewhat difficult,Somewhat difficult,Neither agree nor disagree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-03 19:55:04,2024-12-03 19:55:56,IP Address,,17,52,False,2024-12-10 19:55:57,R_8AIZWDY7l79YxXP,,,,,,,anonymous,EN,0.8999999761581421,,0,0,,,,Module II A (Bee-Sancino),"Microeconometrics,Advanced Macroeconomics","20290	Game Theory: Analysis of Strategic Thinking,20971	Innovation and Economic Growth","20847 Economics of Digital Markets,20841	Monetary Policy and Financial Regulation","20282	History, Institutions and Crises of the Financial Global System,20672 Comparative Politics: Institutions and Institutional Development",,,,,,Somewhat easy,Neither easy nor difficult,Somewhat disagree,"Yes, I would enrol again",,Neither easy nor difficult,,,"No, I would not enrol in the course at all",In August,,,,"No, but I would enrol in the second year",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-03 19:59:46,2024-12-03 20:05:12,IP Address,,17,325,False,2024-12-10 20:05:12,R_8PcY15YDFaUJiEz,,,,,,,anonymous,EN,0.5,,0,0,,,,Module II B (Devillanova),"Advanced Microeconomics,Advanced Macroeconomics,Macroeconometrics","20842 International Trade and Globalization,20971	Innovation and Economic Growth,20970 International Macroeconomics and Finance",20269	Economics of European Integration,,Difficult,Difficult,Neither agree nor disagree,"No, I would not enrol in the course at all",,,,,,,Somewhat difficult,Somewhat difficult,Somewhat agree,"Yes, I would enrol again",,Difficult,Neither easy nor difficult,Neither agree nor disagree,"Yes, I would enrol again",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-03 19:44:36,2024-12-03 22:45:42,IP Address,,0,10865,False,2024-12-10 22:45:43,R_23dmmcZySXEmLCl,,,,,,,anonymous,EN,1,true,83,0,2024-12-03 18:44:15,,,Module II B (Devillanova),Advanced Microeconomics,20294	Labour Economics,20687	Economic Analysis of Crime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-04 11:53:21,2024-12-04 11:54:01,IP Address,,12,39,False,2024-12-11 11:54:04,R_2flVFeQRNDg9oMr,,,,,,,anonymous,EN,0.800000011920929,,0,0,,,,Module II A (Bee-Sancino),Macroeconometrics,20297 Monetary Policy,20841	Monetary Policy and Financial Regulation,"20236 Time Series Analysis of Economic and Financial Data,20231 Bayesian Statistical Methods",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-04 12:58:33,2024-12-04 12:59:43,IP Address,,7,69,False,2024-12-11 12:59:48,R_2j6pHtMj4NMpWtt,,,,,,,anonymous,EN,1,,0,0,,,,Module II B (Devillanova),Microeconometrics,"20298 Political Economics - Advanced,20271 Public Economics","20687	Economic Analysis of Crime,20269	Economics of European Integration",20234 Population Dynamics and Economics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-26 10:47:45,2024-12-26 10:51:45,IP Address,,100,240,True,2024-12-26 10:51:46,R_8k0Gd5t9X6JR5At,,,,,,,anonymous,EN,1,,0,0,,,,Module II B (Devillanova),"Advanced Microeconomics,Microeconometrics","20297 Monetary Policy,20298 Political Economics - Advanced",,"20236 Time Series Analysis of Economic and Financial Data,20231 Bayesian Statistical Methods,20754 Decision Theory and Human Behavior",Difficult,,Somewhat disagree,"No, but I would enrol in the second year",,Somewhat difficult,Difficult,Neither agree nor disagree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,,,"Yes, I would enrol again",N/A,Difficult,Somewhat difficult,Somewhat agree,"No, but I would enrol in the second year",N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat difficult,Somewhat difficult,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,Somewhat difficult,Neither easy nor difficult,Strongly agree,"Yes, I would enrol again",N/A,Difficult,Neither easy nor difficult,Somewhat agree,"Yes, I would enrol again",N/A,,,,,,Somewhat easy,Somewhat easy,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,
2025-01-15 00:00:24,2025-01-15 00:00:56,IP Address,,12,32,False,2025-01-22 00:01:02,R_1Dci8TPJDiYhLBw,,,,,,,anonymous,EN,0.800000011920929,,0,0,,,,Module II A (Bee-Sancino),Macroeconometrics,"20971	Innovation and Economic Growth,20297 Monetary Policy",20841	Monetary Policy and Financial Regulation,"20236 Time Series Analysis of Economic and Financial Data,20231 Bayesian Statistical Methods",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-13 20:03:28,2025-11-13 20:05:49,IP Address,,100,141,True,2025-11-13 20:05:50,R_2lsh3PcCZ1Vhwlr,,,,,,,anonymous,EN,1,,0,0,,,,Module II B (Devillanova),Microeconometrics,20970 International Macroeconomics and Finance,,"20528	Globalization, Divergence, and Inequality in Historical Perspective",,,,,,Somewhat difficult,Difficult,Somewhat disagree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat difficult,Difficult,Strongly agree,"No, but I would enrol in the second year",In the regular session in May/June,,,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Somewhat easy,Strongly agree,"Yes, I would enrol again",In August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Somewhat easy,Neither agree nor disagree,"Yes, I would enrol again",In August,Microeconometrics is probably the most useful course you’ll ever take,,
2025-11-13 20:25:24,2025-11-13 20:29:03,IP Address,,100,219,True,2025-11-13 20:29:04,R_8qURphwmjBuOVF2,,,,,,,anonymous,EN,1,,0,0,,,,Module II A (Bee-Sancino),Microeconometrics,20970 International Macroeconomics and Finance,,20236 Time Series Analysis of Economic and Financial Data,,,,,,Somewhat difficult,Difficult,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Difficult,Difficult,Strongly agree,"No, but I would enrol in the second year",N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Difficult,Difficult,Strongly agree,"No, I would not enrol in the course at all",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Neither easy nor difficult,Somewhat disagree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,
2025-11-13 20:25:31,2025-11-13 20:30:01,IP Address,,100,269,True,2025-11-13 20:30:02,R_8jVP21GuPBx11x9,,,,,,,anonymous,EN,1,,0,0,,,,Module II B (Devillanova),,20970 International Macroeconomics and Finance,,20236 Time Series Analysis of Economic and Financial Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat difficult,Difficult,Strongly disagree,"No, I would not enrol in the course at all",N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Neither easy nor difficult,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Somewhat difficult,Neither agree nor disagree,"Yes, I would enrol again",In the regular session in May/June,,Do not take international macroeconomics and finance before macro,
2025-11-13 20:29:33,2025-11-13 20:31:36,IP Address,,100,122,True,2025-11-13 20:31:37,R_8LC0QbLBDvT3tHG,,,,,,,anonymous,EN,1,,0,0,,,,Module II B (Devillanova),Microeconometrics,,20687	Economic Analysis of Crime,20236 Time Series Analysis of Economic and Financial Data,,,,,,Neither easy nor difficult,Somewhat difficult,Somewhat agree,"Yes, I would enrol again",In August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat easy,Somewhat easy,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Neither easy nor difficult,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Neither easy nor difficult,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,
2025-11-13 20:30:19,2025-11-13 20:32:25,IP Address,,100,126,True,2025-11-13 20:32:28,R_2Mq5cp3O8mDNYad,,,,,,,anonymous,EN,1,,0,0,,,,Module II B (Devillanova),Microeconometrics,"20287 Development Economics,20294	Labour Economics",,,,,,,,Neither easy nor difficult,Somewhat difficult,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,Easy,Somewhat easy,Strongly disagree,"No, I would not enrol in the course at all",In the regular session in May/June,,,,,,,,,,,Somewhat difficult,Somewhat difficult,Somewhat agree,"Yes, I would enrol again",In August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy,Somewhat easy,Strongly agree,"Yes, I would enrol again",In August,,,
2025-11-13 20:27:37,2025-11-13 20:34:42,IP Address,,100,425,True,2025-11-13 20:34:42,R_8fNVPRp9cG0RISG,,,,,,,anonymous,EN,1,,0,0,,,,Module II B (Devillanova),Microeconometrics,20297 Monetary Policy,20269	Economics of European Integration,"20236 Time Series Analysis of Economic and Financial Data,20672 Comparative Politics: Institutions and Institutional Development,20231 Bayesian Statistical Methods",,,,,,Somewhat difficult,Neither easy nor difficult,Somewhat agree,"Yes, I would enrol again",In August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Somewhat difficult,Difficult,Strongly agree,"Yes, I would enrol again",N/A,,,,,,,,,,,,,,,,Somewhat easy,Somewhat easy,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,Neither easy nor difficult,Strongly agree,"Yes, I would enrol again",In the regular session in May/June,Somewhat easy,Somewhat easy,Strongly agree,"No, I would not enrol in the course at all",In the regular session in May/June,,,,,,Somewhat difficult,Somewhat difficult,Somewhat agree,"Yes, I would enrol again",N/A,,,,,,,,,,,Somewhat easy,Somewhat easy,Somewhat agree,"Yes, I would enrol again",In the regular session in May/June,"Economics Of European Integration gives the possibility to apply for RAships through a direct call for applications.  ","Time Series Analysis is a very cool course but the group project is quite demanding (while the exam is fairly easy). Microeconometrics exam difficulty varied widely between the May, June and August session (August was much easier).",
